customer_no,customer_name,part_no,part_desc,implied_units,unit_selling_price,actual_completion_date,tbl_dt
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19471,Yisab Nigeria Ltd-Lokoja,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1626,13465.11785,2026-03-27T09:23:00.000+00:00,20260327
19776,Airtime Networks Ltd -Kano Central,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",890,13465.11785,2026-03-27T07:38:17.000+00:00,20260327
126032,Eficaz Communications Ltd-Yola,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",139,13465.11785,2026-03-27T08:33:08.000+00:00,20260327
19462,Wolid International Services Ltd-Osogbo,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1000,13465.11785,2026-03-27T07:43:03.000+00:00,20260327
239047,Ahsan Multipurse Company-Kano,1283285,"HUAWEI,ROUMOD4395,ROUMOD4395,5G CPE WITH UPS,MODEM,ROUMOD4395,ROUTER TRADE",2,74418.60465,2026-03-27T08:03:37.000+00:00,20260327
239047,Ahsan Multipurse Company-Kano,1283285,"HUAWEI,ROUMOD4395,ROUMOD4395,5G CPE WITH UPS,MODEM,ROUMOD4395,ROUTER TRADE",2,74418.60465,2026-03-27T08:03:37.000+00:00,20260327
19964,Ringo Telecommunications Ltd-Kosofe,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",2417,13465.11785,2026-03-27T19:33:15.000+00:00,20260327
332060,S Yarima Ventures Nig Ltd-Katsina,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",2,12558.13953,2026-03-27T10:48:18.000+00:00,20260327
332060,S Yarima Ventures Nig Ltd-Katsina,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",2,12558.13953,2026-03-27T10:48:18.000+00:00,20260327
21241,Coralpay Technology Nigeria Ltd-Ikoyi,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1300,13465.11785,2026-03-27T09:28:07.000+00:00,20260327
358060,Honeyplus Big Ark Ltd-Lagos,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",1,58604.65116,2026-03-27T13:43:25.000+00:00,20260327
19411,Sudha Nigeria Ltd-Lagos Mainland,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",3721,13465.11785,2026-03-27T09:08:48.000+00:00,20260327
367075,Don-Tee Network Ltd-Anambra,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",3,18604.65116,2026-03-27T07:58:01.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",9,12558.13953,2026-03-27T14:03:09.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",9,12558.13953,2026-03-27T14:03:09.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",9,12558.13953,2026-03-27T14:03:09.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",9,12558.13953,2026-03-27T14:03:09.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",9,12558.13953,2026-03-27T14:03:09.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",9,12558.13953,2026-03-27T14:03:09.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",9,12558.13953,2026-03-27T14:03:09.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",9,12558.13953,2026-03-27T14:03:09.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1186254,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE",9,12558.13953,2026-03-27T14:03:09.000+00:00,20260327
19787,Alpha Tex Solutions Ltd-Barnawa Cs Dealer,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",27,13465.11785,2026-03-27T14:38:38.000+00:00,20260327
19913,Golad Telecoms Ltd-Ilorin,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",6000,13465.11785,2026-03-27T07:53:10.000+00:00,20260327
19964,Ringo Telecommunications Ltd-Kosofe,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",690,13465.11785,2026-03-27T19:33:15.000+00:00,20260327
19392,Speakeezee Connect Ltd-Marina Cs Dealer,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",75,13465.11785,2026-03-27T09:39:02.000+00:00,20260327
21241,Coralpay Technology Nigeria Ltd-Ikoyi,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1300,13465.11785,2026-03-27T09:28:07.000+00:00,20260327
19407,Stratford Communications Ltd-Lagos Island,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",6252,13465.11785,2026-03-27T08:43:08.000+00:00,20260327
19462,Wolid International Services Ltd-Osogbo,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1000,13465.11785,2026-03-27T07:43:03.000+00:00,20260327
19695,Chicadef Global Ltd -Benue,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,18604.65116,2026-03-27T15:28:15.000+00:00,20260327
19695,Chicadef Global Ltd -Benue,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,18604.65116,2026-03-27T15:28:15.000+00:00,20260327
19695,Chicadef Global Ltd -Benue,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,18604.65116,2026-03-27T15:28:15.000+00:00,20260327
19695,Chicadef Global Ltd -Benue,1283280,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE",20,18604.65116,2026-03-27T15:28:15.000+00:00,20260327
20044,Demmy Global Resources Ltd-Ondo,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",34541,13465.11785,2026-03-27T16:13:31.000+00:00,20260327
19779,Akfast Logistics Concept-Badagry,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",8,58604.65116,2026-03-27T06:38:14.000+00:00,20260327
19779,Akfast Logistics Concept-Badagry,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",8,58604.65116,2026-03-27T06:38:14.000+00:00,20260327
19779,Akfast Logistics Concept-Badagry,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",8,58604.65116,2026-03-27T06:38:14.000+00:00,20260327
19779,Akfast Logistics Concept-Badagry,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",8,58604.65116,2026-03-27T06:38:14.000+00:00,20260327
19779,Akfast Logistics Concept-Badagry,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",8,58604.65116,2026-03-27T06:38:14.000+00:00,20260327
19779,Akfast Logistics Concept-Badagry,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",8,58604.65116,2026-03-27T06:38:14.000+00:00,20260327
19779,Akfast Logistics Concept-Badagry,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",8,58604.65116,2026-03-27T06:38:14.000+00:00,20260327
19779,Akfast Logistics Concept-Badagry,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",8,58604.65116,2026-03-27T06:38:14.000+00:00,20260327
19322,Golden Rule Communications Ltd-Mushin,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1000,13465.11785,2026-03-27T16:13:31.000+00:00,20260327
19422,Gwills Nigeria Ltd-Minna,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",3000,13465.11785,2026-03-27T13:33:35.000+00:00,20260327
19804,Awake Interlink Nigeria Ltd-Saki,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1014,13465.11785,2026-03-27T08:43:09.000+00:00,20260327
19913,Golad Telecoms Ltd-Ilorin,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",6000,13465.11785,2026-03-27T08:53:41.000+00:00,20260327
19435,Ausmatech Integrated Services Ltd-Ogoja,1283282,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE",5,74418.60465,2026-03-27T09:39:02.000+00:00,20260327
19435,Ausmatech Integrated Services Ltd-Ogoja,1283282,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE",5,74418.60465,2026-03-27T09:39:02.000+00:00,20260327
19435,Ausmatech Integrated Services Ltd-Ogoja,1283282,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE",5,74418.60465,2026-03-27T09:39:02.000+00:00,20260327
19435,Ausmatech Integrated Services Ltd-Ogoja,1283282,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE",5,74418.60465,2026-03-27T09:39:02.000+00:00,20260327
19435,Ausmatech Integrated Services Ltd-Ogoja,1283282,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE",5,74418.60465,2026-03-27T09:39:02.000+00:00,20260327
19411,Sudha Nigeria Ltd-Lagos Mainland,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",3721,13465.11785,2026-03-27T09:08:48.000+00:00,20260327
353072,CCA Links Ltd-Lagos,1212360,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE",30,12558.13953,2026-03-27T14:03:10.000+00:00,20260327
353072,CCA Links Ltd-Lagos,1212360,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE",30,12558.13953,2026-03-27T14:03:10.000+00:00,20260327
353072,CCA Links Ltd-Lagos,1212360,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE",30,12558.13953,2026-03-27T14:03:10.000+00:00,20260327
353072,CCA Links Ltd-Lagos,1212360,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE",30,12558.13953,2026-03-27T14:03:10.000+00:00,20260327
353072,CCA Links Ltd-Lagos,1212360,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE",30,12558.13953,2026-03-27T14:03:10.000+00:00,20260327
353072,CCA Links Ltd-Lagos,1212360,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE",30,12558.13953,2026-03-27T14:03:10.000+00:00,20260327
353072,CCA Links Ltd-Lagos,1212360,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE",30,12558.13953,2026-03-27T14:03:10.000+00:00,20260327
353072,CCA Links Ltd-Lagos,1212360,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE",30,12558.13953,2026-03-27T14:03:10.000+00:00,20260327
353072,CCA Links Ltd-Lagos,1212360,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE",30,12558.13953,2026-03-27T14:03:10.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19912,Godsaves Device Tech Ltd-Yola,1283281,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE",20,18604.65116,2026-03-27T10:43:06.000+00:00,20260327
19411,Sudha Nigeria Ltd-Lagos Mainland,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",1037,13465.11785,2026-03-27T20:27:59.000+00:00,20260327
365122,A. B. Y Communication Ltd-Ogun,1299801,"GENERAL,ROUMIFI20001,ROUMIFI20001,5G MIFI, TOZED, ZLT X32 U,MIFI,ROUMIFI20001,ROUTER TRADE",1,58604.65116,2026-03-27T14:03:09.000+00:00,20260327
19422,Gwills Nigeria Ltd-Minna,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",799,13465.11785,2026-03-27T09:33:43.000+00:00,20260327
19549,Tripple Og And P Comm Ltd -Wuse 2 Cs Dealer,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",475,13465.11785,2026-03-27T07:13:21.000+00:00,20260327
19913,Golad Telecoms Ltd-Ilorin,1002552,"VOUCHER ETOPUP, VIRTUAL AIRTIME, NGN15000, ELECTRONIC, VOUCHER ETOPUP",6000,13465.11785,2026-03-27T08:53:41.000+00:00,20260327
19839,Data Clinic Nigeria Ltd-Bodija Cs Dealer,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",20,18604.65116,2026-03-27T09:28:06.000+00:00,20260327
19839,Data Clinic Nigeria Ltd-Bodija Cs Dealer,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",20,18604.65116,2026-03-27T09:28:06.000+00:00,20260327
19839,Data Clinic Nigeria Ltd-Bodija Cs Dealer,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",20,18604.65116,2026-03-27T09:28:06.000+00:00,20260327
19839,Data Clinic Nigeria Ltd-Bodija Cs Dealer,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",20,18604.65116,2026-03-27T09:28:06.000+00:00,20260327
19839,Data Clinic Nigeria Ltd-Bodija Cs Dealer,1234615,"HUAWEI,ROUWIR4302,ROUWIR4302,4G CAT4 CPE B313-322WITH UPS,WIRELESS,ROUWIR4302,ROUTER TRADE",20,18604.65116,2026-03-27T09:28:06.000+00:00,20260327
