"imei","distributor_code","distributor_name","account_profile_class","product_name","product_code","data_subscription_amount","invoice_date","source","first_activation_date","tbl_dt","actual_completion_date","mon_period"
"8672090807781755","367077",Zonak Crispen Projects Ltd,,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",17465.0,"2025-09-15",ORSC,"20260227 20:04:10",,,"202602"
"8609450686437355","294071",Gadeen Plus Communication Ltd,FIXED BROADBAND,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",7000.0,"2025-04-08",ORSC,"20260208 19:08:27",,,"202602"
"8611410727356455","265053",Behassan Communication Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2025-02-10",ORSC,"20260223 11:13:09",,,"202602"
"8611410732815955","353061",Precious Nigeria Ltd,,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",6005.0,"2025-02-07",ORSC,"20260220 19:30:57",,,"202602"
"8612230307260455","78074",Lifthum Global Company Ltd,FIXED BROADBAND,"ASIATELCO,ROUMOD4329,ROUMOD4329,N873 4G CAT4 LED MIFI, 2100MAH,MODEM,ROUMOD4329,ROUTER TRADE","1236645",0.0,"2025-04-07",ORSC,"20260223 10:30:41",,,"202602"
"8609450686750955","333070",G.A. Dodoji Nig Ltd,PENTAGON,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",800.0,"2025-03-10",ORSC,"20260109 15:00:23",,,"202602"
"8611410731929655","19687",,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2025-02-21",ORSC,"20260121 21:52:24",,,"202602"
"8693380705577304","19948",El-Ruson Network Services Ltd,DATA PARTNERS,"ZTE,ROUMOD4394,ROUMOD4394,5G CPE WITH UPS,MODEM,ROUMOD4394,ROUTER TRADE","1283283",14500.0,"2025-08-26",ORSC,"20260207 13:54:44",,,"202602"
"8637030578248155","19492",Newcore Telecoms Ltd,CONNECT STORES,"ZTE,MTNMOBILEWIRELESSWIFI,2G/3G/4G,PORTABLE WIFI HOTSPOT, INTERNET MODEM,WIRELESS,MF927U,MODEM TRADE","1059084",200.0,"2022-06-24",ORSC,"20251009 10:15:02",,,"202602"
"8672090803199955","19505",Tc Topaz Nigeria Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",1000.0,"2025-08-18",ORSC,"20260102 16:22:48",,,"202602"
"8604910552622855","19646",Betowan Nigeria Ltd,DEALER,"ZLT,ROUWIR2440,ROUWIR2440,S20 4G CAT 4 WITH A PAIR OF RABBIT-EAR ANTENNAS,WIRELESS,ROUWIR2440,ROUTER TRADE","1212397",0.0,"2023-10-30",ORSC,"20250907 12:27:33",,,"202602"
"8672090804797155","213043",Brymeder Concepts Ltd,ENTERPRISE BUSINESS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",7910.0,"2025-08-27",ORSC,"20251211 17:42:53",,,"202602"
"8679090701259601","19792",Apple Tree Nig Ltd - Ikeja,DEALER,"TOZED,ROUMOD4393,ROUMOD4393,5G CPE WITH UPS,MODEM,ROUMOD4393,ROUTER TRADE","1283282",42320.0,"2025-06-27",ORSC,"20251216 21:01:03",,,"202602"
"8623780604759101","107037",Rightnet System Ltd,FIXED BROADBAND,"TOZED,MODWIR4342,MODWIR4342,5G CPE WIFI 6 AX1800 WITH UPS50,WIRELESS,MODWIR4342,MODEM TRADE","1280129",20500.0,"2025-03-26",ORSC,"20260106 11:22:06",,,"202602"
"8646650712819204","265054",Olumajek IT Continental Ltd,FIXED BROADBAND,"ZTE,INDOOR,4G,CAT4 CPE,WIRELESS,K10,ROUTER TRADE","1229866",5000.0,"2024-12-11",ORSC,"20260208 20:47:34",,,"202602"
"8678730700887706","110035",Corporate Extension Services Ltd,FIXED BROADBAND,"TOZED,ROUWIR4301,ROUWIR4301,ZLT X25 MAX 5G WIRELESS ROUTER WITH UPS,WIRELESS,ROUWIR4301,ROUTER TRADE","1234614",37800.0,"2024-09-30",ORSC,"20251226 15:39:41",,,"202602"
"8602320573976755","19895",Fantel Technologies Ltd,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",9965.0,"2024-03-14",ORSC,"20260226 12:28:49",,,"202602"
"8611410713680955","90031",Ori Communications Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2025-01-20",ORSC,"20260220 20:32:53",,,"202602"
"8609450621986955","98053",Kaysmos Logistics Network Ltd,FIXED BROADBAND,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",6460.0,"2023-11-06",ORSC,"20251208 05:33:44",,,"202602"
"8611410722258355","19577",,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",6000.0,"2025-01-24",ORSC,"20260202 10:47:54",,,"202602"
"3523081018217201","19590",Mastas Technologies Nigeria Ltd,DATA PARTNERS,"ITEL,ITELA23PHONE,ITELA23PHONE,ITEL A23 ANDROID SMART PHONE,SMART PHONE,ITELA23PHONE,DEVICE MOBILE","1164366",2000.0,"2022-03-21",ORSC,"20260121 10:25:59",,,"202602"
"8609450628917555","74052",Thrixes Technologies Ltd,FIXED BROADBAND,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",1990.0,"2023-12-18",ORSC,"20251211 12:01:05",,,"202602"
"8611410732168355","21276",Nestobar Nigeria Ltd,ENTERPRISE BUSINESS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",1980.0,"2025-02-28",ORSC,"20251230 17:52:57",,,"202602"
"8646650709585904","90032",Meridek Resources International Ltd,FIXED BROADBAND,"ZTE,INDOOR,4G,CAT4 CPE,WIRELESS,K10,ROUTER TRADE","1229866",0.0,"2024-11-12",ORSC,"20260107 21:10:55",,,"202602"
"8602320576853055","97095",J5 World Ventures Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2024-04-17",ORSC,"20260216 22:13:30",,,"202602"
"8609450675016955","121038",CCA Links Ltd,FIXED BROADBAND,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",0.0,"2024-12-23",ORSC,"20260127 11:14:20",,,"202602"
"8609450632279055","19796",Assotel Connect Ltd,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",3300.0,"2024-03-25",ORSC,"20260213 22:59:07",,,"202602"
"8609450682947155","19958",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",18000.0,"2025-03-25",ORSC,"20251101 20:27:36",,,"202602"
"8611410719086055","19915",Goslash Nigeria Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",4700.0,"2025-01-20",ORSC,"20260112 12:10:52",,,"202602"
"8611410711987155","311068",A and Z Standard Vision Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2025-01-28",ORSC,"20250903 12:13:32",,,"202602"
"8609450675071855","350068",Zonak Crispen Projects Ltd,,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",0.0,"2024-12-19",ORSC,"20260115 10:38:56",,,"202602"
"8611410715469855","19716",Continental Computers Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2024-11-14",ORSC,"20260222 15:16:28",,,"202602"
"8692900509562701","19598",Odl Telecommunications Ltd,CONNECT STORES,"ZTE,MF286C,MF286C,4G CAT6 PREMIUM OFFICE (2RJ11+4RJ45) CPE 4X4 MIMO,WIRELESS,MF286C,ROUTER TRADE","1166612",0.0,"2022-07-06",ORSC,"20251107 19:10:43",,,"202602"
"8611410733204555","349067",Grace and Glory Telecoms Ltd,PENTAGON,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",55000.0,"2025-03-08",ORSC,"20260107 17:01:12",,,"202602"
"8672090813409155","19327",Blue Pyramid Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",19800.0,"2025-09-11",ORSC,"20260105 17:22:58",,,"202602"
"8611410730623455","296065",CCA Links Ltd,ENTERPRISE BUSINESS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",19925.0,"2025-02-10",ORSC,"20260216 09:32:28",,,"202602"
"8637030559040201","19692",Cheeah Ltd,DATA PARTNERS,"ZTE,MTNMOBILEWIRELESSWIFI,2G/3G/4G,PORTABLE WIFI HOTSPOT, INTERNET MODEM,WIRELESS,MF927U,MODEM TRADE","1059084",1769.5000000000005,"2022-03-07",ORSC,"20260226 08:06:38",,,"202602"
"8646650709419804","19517",Raims Communications Ltd,DATA PARTNERS,"ZTE,INDOOR,4G,CAT4 CPE,WIRELESS,K10,ROUTER TRADE","1229866",2385.0,"2024-11-13",ORSC,"20260223 20:21:58",,,"202602"
"8672090801363455","332069",Pasdavis Integrated Ventures Ltd,,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",0.0,"2025-08-19",ORSC,"20260125 00:15:01",,,"202602"
"8602320505859555","19394",Speakeezee Connect Ltd,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",24500.0,"2022-08-03",ORSC,"20251010 15:40:05",,,"202602"
"8682940743560255","349076",Ijpersley Integrated Services Ltd,PENTAGON,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",14500.0,"2025-09-23",ORSC,"20251020 15:26:27",,,"202602"
"8609450613495655","19345",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",9910.0,"2023-09-04",ORSC,"20260113 22:08:17",,,"202602"
"8699900613560901","19389",Something Else Multilinks And Accessories Ltd,DATA PARTNERS,"ZTE,ZTE MC888D 5G CPE,ZTE MC888D 5G CPE,DEVICE,ROUTER,ZTE MC888D 5G CPE,ROUTER TRADE","1229477",1200.0,"2025-05-30",ORSC,"20260214 22:01:31",,,"202602"
"8604910529781855","19782",Alennsar Infinity Company Nig Ltd,DEALER,"ZLT,ROUWIR2440,ROUWIR2440,S20 4G CAT 4 WITH A PAIR OF RABBIT-EAR ANTENNAS,WIRELESS,ROUWIR2440,ROUTER TRADE","1212397",0.0,"2023-05-09",ORSC,"20260117 19:26:58",,,"202602"
"8609450631830855","88031",Emnet Communication Nig Ltd,FIXED BROADBAND,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",2000.0,"2024-03-22",ORSC,"20251002 17:39:08",,,"202602"
"8696010505577600","121038",CCA Links Ltd,FIXED BROADBAND,"ZLT X20 5G,MODMOD2132,MODMOD2132,CPE WITH QUALCOMM CHIPSET WITHMINI UPS,MODEM,MODMOD2132,MODEM TRADE","1207941",0.0,"2023-09-12",ORSC,"20260122 01:25:11",,,"202602"
"8611410730579755","98052",Movil Telecom Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",200.0,"2025-02-09",ORSC,"20260205 22:53:52",,,"202602"
"8682940745173955","19392",,CONNECT STORES,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",12000.0,"2025-09-19",ORSC,"20251011 14:15:21",,,"202602"
"8609450685802155","19554",Tunnet Ventures Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",23500.0,"2025-02-05",ORSC,"20260211 03:28:42",,,"202602"
"8602320537705855","19424",Hamaz Communication Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2023-03-29",ORSC,"20260227 16:00:27",,,"202602"
"8626240514961001","19472",Z Standard Vision Ltd,DATA PARTNERS,"4G CAT 6,CAT 6,4G,WITH WIRELESS EXTERNAL ANTENNA, VOICE FUNCTION, WITH 5000MAH MINI UPS,MODEM,4G CAT 6,ROUTER TRADE","1204592",0.0,"2023-04-06",ORSC,"20260214 19:09:50",,,"202602"
"8602320538722655","19809",Bajeiid Communications Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2023-05-23",ORSC,"20260225 22:21:37",,,"202602"
"8646650773122304","337088",Dispro Nigeria Ltd,PENTAGON,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE","1283281",4300.0,"2026-01-16",ORSC,"20260204 14:55:53",,,"202602"
"8604910552719555","78073",Aerizo Network Ltd,FIXED BROADBAND,"ZLT,ROUWIR2440,ROUWIR2440,S20 4G CAT 4 WITH A PAIR OF RABBIT-EAR ANTENNAS,WIRELESS,ROUWIR2440,ROUTER TRADE","1212397",0.0,"2024-01-16",ORSC,"20260205 11:38:02",,,"202602"
"8628520705950955","19427",Home Croft Ltd,CONNECT STORES,"GENERAL,ROUWIR4260,ROUWIR4260,TOZED ZLT T30D 4G CAT 4 WIRELESS ROUTER,WIRELESS,ROUWIR4260,ROUTER TRADE","1231872",24000.0,"2024-10-26",ORSC,"20260203 20:05:15",,,"202602"
"8672090812456255","19735",Damiano Phone World Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",19650.0,"2025-08-18",ORSC,"20260202 19:15:36",,,"202602"
"8646650774773604","400090",KC Telecomms and Tech Solutions Ltd,,"ZTE,ROUMOD4391,ROUMOD4391,4G CPE WITH UPS,MODEM,ROUMOD4391,ROUTER TRADE","1283281",2000.0,"2026-01-17",ORSC,"20260211 20:16:44",,,"202602"
"8663430622099755","223046",Lyte Global Projects Ltd,FIXED BROADBAND,"ZTE,MF293N CAT4,MF293N CAT4,4G , CAT 4 , INDOOR CPE,WIRELESS,MF293N CAT4,ROUTER TRADE","1212364",0.0,"2023-11-07",ORSC,"20251012 07:59:36",,,"202602"
"8672090804475655","19504",Obejor And Obejor Resources Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",1485.0,"2025-09-25",ORSC,"20260204 18:00:03",,,"202602"
"8646650712885604","19951",Gladsam Ventures Nigeria Ltd,DATA PARTNERS,"ZTE,INDOOR,4G,CAT4 CPE,WIRELESS,K10,ROUTER TRADE","1229866",1500.0,"2024-12-20",ORSC,"20260215 11:57:07",,,"202602"
"8663430627181406","121038",CCA Links Ltd,FIXED BROADBAND,"ZTE,MF293N CAT4,MF293N CAT4,4G , CAT 4 , INDOOR CPE,WIRELESS,MF293N CAT4,ROUTER TRADE","1212364",0.0,"2024-01-18",ORSC,"20260220 15:05:44",,,"202602"
"8663430621985306","19640",Promotower Communications Nigeria Ltd,DATA PARTNERS,"ZTE,MF293N CAT4,MF293N CAT4,4G , CAT 4 , INDOOR CPE,WIRELESS,MF293N CAT4,ROUTER TRADE","1212364",4875.0,"2023-08-31",ORSC,"20260204 11:59:24",,,"202602"
"8628520701974255","74050",Nestobar Nigeria Ltd,FIXED BROADBAND,"GENERAL,ROUWIR4260,ROUWIR4260,TOZED ZLT T30D 4G CAT 4 WIRELESS ROUTER,WIRELESS,ROUWIR4260,ROUTER TRADE","1231872",0.0,"2024-06-25",ORSC,"20260215 16:26:52",,,"202602"
"8602320556934855","223046",Lyte Global Projects Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",4490.0,"2024-01-24",ORSC,"20251002 15:15:02",,,"202602"
"8672090814005255","19345",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",31600.0,"2025-09-24",ORSC,"20250929 11:05:37",,,"202602"
"8672090813895155","19533",,CONNECT STORES,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",50057.5,"2025-08-22",ORSC,"20260211 23:49:32",,,"202602"
"8602320542379855","130061",Ali Mohammed Ibi Global Ltd,ENTERPRISE BUSINESS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2023-08-02",ORSC,"20260129 19:01:09",,,"202602"
"8663430614852155","21247",Dtp - Joangel Ltd,DATA PARTNERS,"ZTE,MF293N CAT4,MF293N CAT4,4G , CAT 4 , INDOOR CPE,WIRELESS,MF293N CAT4,ROUTER TRADE","1212364",0.0,"2024-01-31",ORSC,"20260116 21:17:56",,,"202602"
"8609450696324655","19808",Bailord Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",0.0,"2025-05-06",ORSC,"20260215 11:56:18",,,"202602"
"8612230310848755","296076",Gpower Global Investment Ltd,PENTAGON FRANCHISE,"ASIATELCO,ROUMOD4329,ROUMOD4329,N873 4G CAT4 LED MIFI, 2100MAH,MODEM,ROUMOD4329,ROUTER TRADE","1236645",700.0,"2025-06-25",ORSC,"20251108 13:11:22",,,"202602"
"8611410719880955","206055",,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",16640.0,"2025-01-21",ORSC,"20260227 10:23:07",,,"202602"
"8604910557226555","95039",Alyusrah Investment Nigeria Ltd,FIXED BROADBAND,"ZLT,ROUWIR2440,ROUWIR2440,S20 4G CAT 4 WITH A PAIR OF RABBIT-EAR ANTENNAS,WIRELESS,ROUWIR2440,ROUTER TRADE","1212397",36000.0,"2024-02-02",ORSC,"20260226 15:48:16",,,"202602"
"8663030307086855","19369",,CONNECT STORES,"ASIATELCO,ROUWIR4330,ROUWIR4330,GL738 4G CAT4 CPE PLUS UPS, 5000MAH,WIRELESS,ROUWIR4330,ROUTER TRADE","1236646",0.0,"2025-04-17",ORSC,"20260210 18:34:30",,,"202602"
"8682940744787955","19594",,CONNECT STORES,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",0.0,"2025-09-13",ORSC,"20260115 11:46:43",,,"202602"
"8602320524380855","45024",Beli Technology Ltd,DATA PARTNERS,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",10840.0,"2022-12-19",ORSC,"20260211 09:30:21",,,"202602"
"8611410728301555","19793",,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2025-02-25",ORSC,"20251216 23:21:32",,,"202602"
"8611630702159455","19958",,CONNECT STORES,"TOZED,ROUMIF4389,ROUMIF4389,4G MIFI,MIFI,ROUMIF4389,ROUTER TRADE","1283279",30410.0,"2025-09-02",ORSC,"20260227 15:48:10",,,"202602"
"8611410725925655","83034",GCee Network and Multiservices Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",9600.0,"2025-02-11",ORSC,"20251231 16:47:41",,,"202602"
"8626240510433801","19675",Laben Habec Nigeria Ltd,DATA PARTNERS,"4G CAT 6,CAT 6,4G,WITH WIRELESS EXTERNAL ANTENNA, VOICE FUNCTION, WITH 5000MAH MINI UPS,MODEM,4G CAT 6,ROUTER TRADE","1204592",45000.0,"2023-01-20",ORSC,"20260207 19:25:26",,,"202602"
"8611410727176155","19347",,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",1900.0,"2025-02-28",ORSC,"20260227 17:27:29",,,"202602"
"8611410720641555","98052",Movil Telecom Ltd,FIXED BROADBAND,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",19217.190000000002,"2025-01-17",ORSC,"20260227 14:43:41",,,"202602"
"8682940751204855","19793",,CONNECT STORES,"TOZED,ROUMOD4390,ROUMOD4390,4G CPE WITH UPS,MODEM,ROUMOD4390,ROUTER TRADE","1283280",0.0,"2025-12-22",ORSC,"20260216 11:35:42",,,"202602"
"8602320545631655","19549",,CONNECT STORES,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",23500.0,"2023-06-23",ORSC,"20251030 22:41:25",,,"202602"
"8602320554551455","19462",Wolid International Services Ltd,DEALER,"TOZED,MIFI,4G,ZLT M30S,MODEM,ROUMOD1491,MODEM TRADE","1186254",0.0,"2023-10-04",ORSC,"20251218 19:54:52",,,"202602"
"8609450637677755","19761",Equinox Intergrated Concept Ltd,DATA PARTNERS,"ZTE,MF935,MF935,4G,MIFI,MF935,ROUTER TRADE","1212360",12910.0,"2024-05-16",ORSC,"20260227 17:14:48",,,"202602"
